"sample","plastic","time_of_death","week","status","rep"
"L17","L",48,"3",0,17
"L17","L",48,"3",0,17
"L17","L",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"H17","H",48,"3",0,17
"T18","T",24,"3",1,18
"T18","T",24,"3",1,18
"T18","T",24,"3",1,18
"T18","T",48,"3",1,18
"T18","T",48,"3",1,18
"T18","T",48,"3",1,18
"T18","T",48,"3",0,18
"T18","T",48,"3",0,18
"T18","T",48,"3",0,18
"T18","T",48,"3",0,18
"V18","V",24,"3",1,18
"V18","V",24,"3",1,18
"V18","V",24,"3",1,18
"V18","V",24,"3",1,18
"V18","V",48,"3",1,18
"V18","V",48,"3",1,18
"V18","V",48,"3",1,18
"V18","V",48,"3",1,18
"V18","V",48,"3",0,18
"V18","V",48,"3",0,18
"P18","P",24,"3",1,18
"P18","P",24,"3",1,18
"P18","P",24,"3",1,18
"P18","P",48,"3",1,18
"P18","P",48,"3",1,18
"P18","P",48,"3",1,18
"P18","P",48,"3",1,18
"P18","P",48,"3",1,18
"P18","P",48,"3",0,18
"P18","P",48,"3",0,18
"L18","L",48,"3",1,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"L18","L",48,"3",0,18
"H18","H",48,"3",1,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"H18","H",48,"3",0,18
"T19","T",48,"3",1,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"T19","T",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"V19","V",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"P19","P",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"L19","L",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"H19","H",48,"3",0,19
"T20","T",24,"3",1,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"T20","T",48,"3",0,20
"V20","V",48,"3",1,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"V20","V",48,"3",0,20
"P20","P",24,"3",1,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"P20","P",48,"3",0,20
"L20","L",24,"3",1,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"L20","L",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"H20","H",48,"3",0,20
"T21","T",24,"3",1,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"T21","T",48,"3",0,21
"V21","V",24,"3",1,21
"V21","V",24,"3",1,21
"V21","V",24,"3",1,21
"V21","V",48,"3",1,21
"V21","V",48,"3",0,21
"V21","V",48,"3",0,21
"V21","V",48,"3",0,21
"V21","V",48,"3",0,21
"V21","V",48,"3",0,21
"V21","V",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"P21","P",48,"3",0,21
"L21","L",48,"3",1,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"L21","L",48,"3",0,21
"H21","H",24,"3",1,21
"H21","H",48,"3",1,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"H21","H",48,"3",0,21
"W15","W",24,"3",1,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W15","W",48,"3",0,15
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W16","W",48,"3",0,16
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W17","W",48,"3",0,17
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W18","W",48,"3",0,18
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W19","W",48,"3",0,19
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W20","W",48,"3",0,20
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"W21","W",48,"3",0,21
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",24,"5",1,22
"T22","T",48,"5",1,22
"T22","T",48,"5",1,22
"T22","T",48,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",24,"5",1,22
"V22","V",48,"5",1,22
"P22","P",24,"5",1,22
"P22","P",24,"5",1,22
"P22","P",24,"5",1,22
"P22","P",48,"5",1,22
"P22","P",48,"5",0,22
"P22","P",48,"5",0,22
"P22","P",48,"5",0,22
"P22","P",48,"5",0,22
"P22","P",48,"5",0,22
"P22","P",48,"5",0,22
"L22","L",24,"5",1,22
"L22","L",24,"5",1,22
"L22","L",24,"5",1,22
"L22","L",48,"5",1,22
"L22","L",48,"5",0,22
"L22","L",48,"5",0,22
"L22","L",48,"5",0,22
"L22","L",48,"5",0,22
"L22","L",48,"5",0,22
"L22","L",48,"5",0,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"H22","H",24,"5",1,22
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"T23","T",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",24,"5",1,23
"V23","V",48,"5",0,23
"P23","P",24,"5",1,23
"P23","P",24,"5",1,23
"P23","P",24,"5",1,23
"P23","P",24,"5",1,23
"P23","P",24,"5",1,23
"P23","P",24,"5",1,23
"P23","P",48,"5",1,23
"P23","P",48,"5",0,23
"P23","P",48,"5",0,23
"P23","P",48,"5",0,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",24,"5",1,23
"L23","L",48,"5",1,23
"L23","L",48,"5",0,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"H23","H",24,"5",1,23
"T24","T",24,"5",1,24
"T24","T",48,"5",1,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"T24","T",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"V24","V",48,"5",0,24
"P24","P",24,"5",1,24
"P24","P",24,"5",1,24
"P24","P",24,"5",1,24
"P24","P",24,"5",1,24
"P24","P",48,"5",1,24
"P24","P",48,"5",0,24
"P24","P",48,"5",0,24
"P24","P",48,"5",0,24
"P24","P",48,"5",0,24
"P24","P",48,"5",0,24
"L24","L",24,"5",1,24
"L24","L",24,"5",1,24
"L24","L",24,"5",1,24
"L24","L",24,"5",1,24
"L24","L",24,"5",1,24
"L24","L",48,"5",1,24
"L24","L",48,"5",0,24
"L24","L",48,"5",0,24
"L24","L",48,"5",0,24
"L24","L",48,"5",0,24
"H24","H",24,"5",1,24
"H24","H",24,"5",1,24
"H24","H",48,"5",1,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"H24","H",48,"5",0,24
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",24,"5",1,25
"T25","T",48,"5",1,25
"V25","V",24,"5",1,25
"V25","V",24,"5",1,25
"V25","V",24,"5",1,25
"V25","V",24,"5",1,25
"V25","V",48,"5",1,25
"V25","V",48,"5",1,25
"V25","V",48,"5",1,25
"V25","V",48,"5",1,25
"V25","V",48,"5",0,25
"V25","V",48,"5",0,25
"P25","P",48,"5",1,25
"P25","P",48,"5",1,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"P25","P",48,"5",0,25
"L25","L",48,"5",1,25
"L25","L",48,"5",1,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"L25","L",48,"5",0,25
"H25","H",48,"5",1,25
"H25","H",48,"5",1,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"H25","H",48,"5",0,25
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",24,"5",1,26
"T26","T",48,"5",1,26
"T26","T",48,"5",0,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"V26","V",24,"5",1,26
"P26","P",24,"5",1,26
"P26","P",24,"5",1,26
"P26","P",24,"5",1,26
"P26","P",24,"5",1,26
"P26","P",24,"5",1,26
"P26","P",48,"5",1,26
"P26","P",48,"5",1,26
"P26","P",48,"5",0,26
"P26","P",48,"5",0,26
"P26","P",48,"5",0,26
"L26","L",48,"5",1,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"L26","L",48,"5",0,26
"H26","H",48,"5",1,26
"H26","H",48,"5",1,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"H26","H",48,"5",0,26
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",24,"5",1,27
"T27","T",48,"5",1,27
"T27","T",48,"5",1,27
"T27","T",48,"5",0,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"V27","V",24,"5",1,27
"P27","P",24,"5",1,27
"P27","P",24,"5",1,27
"P27","P",24,"5",1,27
"P27","P",24,"5",1,27
"P27","P",48,"5",1,27
"P27","P",48,"5",1,27
"P27","P",48,"5",1,27
"P27","P",48,"5",1,27
"P27","P",48,"5",0,27
"P27","P",48,"5",0,27
"L27","L",24,"5",1,27
"L27","L",24,"5",1,27
"L27","L",48,"5",1,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"L27","L",48,"5",0,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"H27","H",24,"5",1,27
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",24,"5",1,28
"T28","T",48,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"V28","V",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"P28","P",24,"5",1,28
"L28","L",24,"5",1,28
"L28","L",24,"5",1,28
"L28","L",24,"5",1,28
"L28","L",48,"5",1,28
"L28","L",48,"5",0,28
"L28","L",48,"5",0,28
"L28","L",48,"5",0,28
"L28","L",48,"5",0,28
"L28","L",48,"5",0,28
"L28","L",48,"5",0,28
"H28","H",24,"5",1,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"H28","H",48,"5",0,28
"W22","W",24,"5",1,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W22","W",48,"5",0,22
"W23","W",24,"5",1,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W23","W",48,"5",0,23
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W24","W",48,"5",0,24
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W25","W",48,"5",0,25
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W26","W",48,"5",0,26
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W27","W",48,"5",0,27
"W28","W",24,"5",1,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
"W28","W",48,"5",0,28
