"sample","plastic","time_of_death","site","status","rep"
"H11","H",72,"C",0,11
"H11","H",72,"C",0,11
"H11","H",72,"C",0,11
"H11","H",72,"C",0,11
"H11","H",72,"C",0,11
"H11","H",72,"C",0,11
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",24,"C",1,12
"H12","H",48,"C",1,12
"H12","H",48,"C",1,12
"H12","H",48,"C",1,12
"H12","H",48,"C",1,12
"H12","H",48,"C",1,12
"H12","H",72,"C",1,12
"H12","H",72,"C",0,12
"H12","H",72,"C",0,12
"H12","H",72,"C",0,12
